idinspection,inspector_name,fruit,inspection_date,container,exporter,importer,vessel,arrival_date,o2_level_percent,co2_level_percent,pulp_temp_c,atmosphere,etd,int_pallet_nr,pallet_number,caliber,box_net_weight_g,grower,grw_boxes_per_pallet,total_boxes_per_pallet,packing_date,peduncular_mold,decay,soft,dehydrated,cold_damage,bruises,open_injury,scissor_damage,russet_greater_than_4_cm,insect_damage,sunburn,deformed,inspected_boxes
93,Sarah,MANDARINS,2017-01-02,BMOU963865-1,BIO CITRICS,FRUITS EXOTICS,MSC ATHENS,2018-01-16,8.6,7.1,4.8,XTENDFRESH,2018-12-23,93,5480469119,16,9951,SAN CARLOS,120,120,2016-12-13,,,,,,,1.0,,1.0,,,3.0,2
94,Arjun,AVO 4K,2017-01-02,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.8,8.0,4.8,STARCOOL,2016-12-16,94,F548003,24,10640,AAA,300,300,2016-12-12,,,,,,,1.0,,1.0,,,,2
95,Jost,MANDARINS,2017-01-02,BMOU960422-0,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-12-29,4.3,7.8,3.8,STARCOOL,2016-12-01,95,5480467819,16,9951,SAN CARLOS,120,120,2016-11-30,,,,,,,,,3.0,,,,2
96,Lucas,AVO 4K,2017-01-02,BMOU963865-1,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-09,3.9,7.0,,STARCOOL,2016-12-16,96,5480488119,16,10156,SAN CARLOS,300,300,2016-12-06,,,,,,,,,1.0,1.0,,2.0,2
97,Arjun,AVOCADOS,2017-01-02,SUDU233321-1,AGRICOLA SUR SA,AVOPRIME,SAN CLEMENTE,2018-01-19,4.6,8.8,4.8,,2017-12-23,97,5480462082,12,10499,FRA,120,120,2016-12-01,,,2.0,,,1.0,0.0,,2.0,,,,2
98,Jost,MANDARINS,2017-01-02,SUDU931477-9,CITRICS CL,FRUITS EXOTICS,SANTA ANA,2017-12-29,8.6,8.9,,STARCOOL,2016-12-09,98,5480469108,14,10156,LAS ROSAS,120,120,2018-12-13,,,,,,,1.0,,,,,2.0,2
99,Lucas,AVOCADOS,2017-01-02,BMOU960422-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.4,,6.2,,2016-12-08,99,5480475189,14,9951,SAN CARLOS,120,120,2016-11-23,,,,2.0,,,1.0,,,,,2.0,2
100,Jost,MANDARINS,2017-01-02,BMOU961097-9,CITRICS CL,MMS,MSC CHLOE,2017-01-10,4.4,8.8,5.0,EXTRAFRESH,2016-12-01,100,5480475284,26,10409,LAS ROSAS,120,120,2017-12-13,1.0,,,,0.0,1.0,1.0,,1.0,,,,2
101,Sarah,AVOCADOS,2017-01-02,SUDU233321-1,AGRICOLA SUR SA,EUROCITRICS,MSC CHLOE,2018-01-21,4.6,7.5,3.8,STARCOOL,2016-12-09,101,5480467819,18,9951,AAA,120,120,2016-11-30,1.0,,,,,,,,1.0,,,1.0,2
102,Jost,AVOCADOS,2017-01-02,SUDU931477-9,SJ EXPORT,MMS,MSC CHLOE,2018-01-19,3.8,7.5,4.8,STARCOOL,2016-12-01,102,F542697,18,10322,LAS ROSAS,120,120,2017-12-02,,,,,,,1.0,,6.0,,,,2
103,Arjun,MANDARINS,2017-01-02,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.6,7.0,5.5,STARCOOL,2017-12-26,103,F542696,5,9951,AAA,120,120,2016-12-13,1.0,,2.0,,2.0,,,,,,,1.0,1
104,Lucas,MANDARINS,2017-01-02,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2019-02-22,4.8,7.4,4.8,STARCOOL,2016-12-09,104,5480462082,18,9951,TRES MONTES,120,120,2017-12-15,,,,1.0,,,1.0,,6.0,,,1.0,2
105,Sarah,MANDARINS,2017-01-02,BMOU 963110-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.6,,3.8,STARCOOL,2019-01-26,105,F542697,18,10602,SAN CARLOS,120,120,2016-12-12,,,1.0,,3.0,,,,3.0,,,0.0,2
106,Lucas,MANDARINS,2017-01-02,MSCU221156-5,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-21,4.4,8.0,5.0,,2018-12-23,106,5480467819,14,9951,SAN CARLOS,120,120,2016-12-06,,,1.0,,2.0,,,,3.0,,1.0,2.0,2
107,Emily,AVO 4K,2017-01-02,BMOU963131-2,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-01-10,3.8,7.5,,STARCOOL,2016-12-16,107,5480467815,14,10529,FRA,300,300,2016-12-12,,,,,,1.0,1.0,,6.0,,,,2
108,Sarah,AVOCADOS,2017-01-02,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.9,7.6,5.1,EXTRAFRESH,2016-12-01,108,5480465748,14,10412,SAN CARLOS,120,120,2016-12-12,,,,2.0,,,1.0,,5.0,,,,2
109,Killian,AVOCADOS,2017-01-02,MSCU654560-2,BIO CITRICS,EUROCITRICS,MSC CHLOE,2017-01-10,3.9,7.4,5.2,XTENDFRESH,2016-12-08,109,F548003,26,9955,SAN CARLOS,120,120,2016-11-29,,,,,2.0,,,,,,,,4
110,Sarah,AVO 4K,2017-01-02,SUDU962715-3,SJ EXPORT,MKVTRB,CMA CGM NIAGARA,2017-01-05,3.9,7.4,4.8,STARCOOL,2016-12-01,110,5480469108,9,9951,FRA,300,300,2017-12-15,,,,1.0,,,1.0,,6.0,,,,2
111,Lucas,AVOCADOS,2017-01-02,MSCU221156-5,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,8.8,5.0,STARCOOL,2016-12-16,111,5480467797,5,10059,SAN CARLOS,120,120,2016-12-13,,,,,,,,,5.0,,,,2
112,Killian,MANDARINS,2017-01-02,BMOU 963267-0,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.0,4.4,STARCOOL,2016-12-16,112,5480469206,18,9951,LP,120,120,2016-11-24,,,,,2.0,,1.0,,1.0,,,1.0,2
113,Raul,AVOCADOS,2017-01-02,BMOU 961339-2,AGRICOLA SUR SA,MKVTRB,MSC ATHENS,2017-01-10,4.4,7.9,6.2,STARCOOL,2016-12-16,113,5480461914,1-xxx,10306,SAN CARLOS,120,120,2016-12-07,,,,,,,1.0,,6.0,,,,2
114,Raul,MANDARINS,2017-01-02,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC CARIBEAN,2019-01-19,4.4,8.8,4.8,STARCOOL,2016-12-16,114,5480475585,9,10144,SAN CARLOS,120,120,2016-12-06,,,,,2.0,,1.0,,6.0,,,,2
115,Emily,AVOCADOS,2017-01-02,BMOU963865-1,SJ EXPORT,FRUITS EXOTICS,SANTA ANA,2017-01-10,8.6,8.6,6.2,STARCOOL,2016-12-01,115,5480462082,16,10098,SAN CARLOS,120,120,2016-12-07,,,,,,,1.0,,6.0,,,2.0,2
116,Sarah,AVOCADOS,2017-01-02,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-10,4.2,8.8,5.0,XTENDFRESH,2017-12-22,116,5480467753,1-xx,9953,AGRICOLA AA,120,120,2019-01-16,,1.0,,,,,1.0,,3.0,,,3.0,2
117,Muayad,AVOCADOS,2017-01-02,SUDU396415-5,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,7.4,3.8,STARCOOL,2017-12-23,117,5480462087,14,9951,LAS ROSAS,120,120,2016-12-01,,,,,,,,,2.0,,,2.0,2
118,Arjun,AVOCADOS,2017-01-02,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2017-01-10,8.6,8.0,4.4,STARCOOL,2016-12-16,118,5480467773,12,10588,SAN CARLOS,120,120,2016-12-12,,,,,,,,,6.0,,,,2
119,Lucas,AVO 4K,2017-01-02,BMOU963131-2,BIO CITRICS,EUROCITRICS,MSC ARTIC,2017-01-09,4.4,,,STARCOOL,2017-12-23,119,5480467815,1-x,10605,SAN CARLOS,300,300,2016-12-12,,,,2.0,,1.0,1.0,,1.0,,,2.0,2
120,Arjun,MANDARINS,2017-01-02,MSCU221156-5,CITRICS CL,EUROCITRICS,MSC CHLOE,2017-01-10,4.2,,4.1,STARCOOL,2016-12-01,120,5480475583,22,10625,RCQ,120,120,2016-11-24,,,1.0,,,1.0,,,6.0,1.0,,1.0,2
121,Arjun,MANDARINS,2017-01-02,SUDU233321-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.1,5.2,,2016-12-16,121,27452,9,10488,SAN CARLOS,120,120,2017-12-15,,,,,0.0,1.0,,,3.0,,,4.0,2
122,Emily,MANDARINS,2017-01-02,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.2,7.5,5.5,STARCOOL,2016-12-16,122,5480489019,14,9956,RCQ,120,120,2016-11-30,,,1.0,,,,,,1.0,1.0,,3.0,2
123,Arjun,MANDARINS,2017-01-02,BMOU961097-9,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2017-01-05,4.1,8.8,5.5,STARCOOL,2016-12-16,123,F544133,12,9951,RCQ,120,120,2016-12-07,,,,1.0,,,1.0,,,,,,2
124,Muayad,AVOCADOS,2017-01-02,BMOU963865-1,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,4.4,7.9,5.1,STARCOOL,2016-12-16,124,F544133,12,10396,SAN CARLOS,120,120,2016-11-30,,,,,2.0,,,,3.0,,,3.0,2
125,Jost,MANDARINS,2017-01-02,SUDU931477-9,SJ EXPORT,AVOPRIME,SAN CLEMENTE,2018-01-19,3.9,,,XTENDFRESH,2018-12-23,125,5480468502,18,9951,RCQ,120,120,2017-12-10,,1.0,,,2.0,,,,1.0,1.0,,2.0,2
126,Sarah,AVO 4K,2017-01-02,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.9,6.2,STARCOOL,2016-12-16,126,5480467797,7,10593,SAN CARLOS,300,300,2016-12-13,,,,,,,,,3.0,,,1.0,2
127,Emily,AVOCADOS,2017-01-02,BMOU 963197-1,SJ EXPORT,MKVTRB,MSC CHLOE,2017-01-09,4.4,6.3,5.4,STARCOOL,2016-12-08,127,27452,14,10651,SAN CARLOS,120,120,2019-01-16,,,,,,,,,3.0,,,,2
128,Sarah,AVOCADOS,2017-01-02,SUDU233321-1,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,4.0,8.6,6.2,STARCOOL,2016-12-09,128,5480467776,18,10090,TRES MONTES,120,120,2016-12-07,,,,,,,,,,,,,2
129,Jost,AVOCADOS,2017-01-02,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-12-29,4.1,7.9,5.0,XTENDFRESH,2016-12-08,129,27452,24,9951,TRES MONTES,120,120,2017-12-13,,,,1.0,,,,,3.0,,,2.0,2
130,Emily,AVOCADOS,2017-01-02,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.9,6.3,4.8,STARCOOL,2017-12-23,130,F542696,18,10450,TRES MONTES,120,120,2016-12-06,,,1.0,,,,,,4.0,,,,2
131,Arjun,AVO 4K,2017-01-02,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.6,7.0,4.8,STARCOOL,2016-12-16,131,5480489019,20,10593,SAN CARLOS,300,300,2016-12-05,1.0,,,,,,1.0,,6.0,,,,2
132,Lucas,MANDARINS,2017-01-02,BMOU963131-2,CITRICS CL,AVOPRIME,MSC CHLOE,2017-01-10,3.9,,4.8,STARCOOL,2016-12-16,132,5480467777,12,10539,SAN CARLOS,120,120,2016-12-06,1.0,,,,,,1.0,,1.0,,1.0,2.0,2
133,Jost,MANDARINS,2017-01-02,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,3.9,8.8,6.2,STARCOOL,2017-12-26,133,5480475292,14,10195,RCQ,120,120,2016-12-01,,,1.0,2.0,2.0,,1.0,,2.0,,,,2
134,Sarah,MANDARINS,2017-01-02,MSCU221156-5,CITRICS CL,EUROCITRICS,MSC ATHENS,2017-01-10,4.0,6.3,5.4,STARCOOL,2016-12-08,134,5480475583,1-xx,10558,SAN CARLOS,120,120,2016-12-13,1.0,,,,,1.0,,,2.0,,,,2
135,Sarah,MANDARINS,2017-01-02,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-09,3.9,6.3,3.8,STARCOOL,2016-12-08,135,5480468086,5,9951,SAN CARLOS,120,120,2016-11-29,1.0,,1.0,,,1.0,1.0,,6.0,,,,2
136,Sarah,MANDARINS,2017-01-02,BMOU 963197-1,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ANZU,2017-01-05,4.4,7.0,,STARCOOL,2016-12-16,136,5480467819,18,10622,SAN CARLOS,120,120,2017-12-13,,,,,,,1.0,,3.0,,1.0,,2
137,Jost,MANDARINS,2017-01-02,SUDU396415-5,CITRICS CL,FRUITS EXOTICS,SANTA CLARA,2017-01-09,3.9,7.6,5.2,STARCOOL,2016-12-16,137,5480488423,1-xx,10329,AAA,120,120,2016-11-23,,,,,,,,,6.0,,,1.0,4
138,Emily,MANDARINS,2017-01-02,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,8.3,5.5,XTENDFRESH,2016-12-16,138,5480468117,16,9951,TRES MONTES,120,120,2017-12-02,,,,,0.0,,1.0,,3.0,,,,2
139,Muayad,MANDARINS,2017-01-02,MSCU361476-7,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2017-01-12,3.9,7.9,4.1,,2016-12-16,139,F544133,12,10464,SAN CARLOS,120,120,2016-12-12,,,1.0,0.0,0.0,,1.0,,,,1.0,,2
140,Jost,MANDARINS,2017-01-02,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-29,3.9,7.5,5.2,STARCOOL,2017-12-25,140,F543123,4,10508,RCQ,120,120,2016-11-23,,,,,,,,,1.0,,,,1
141,Sarah,AVOCADOS,2017-01-02,BMOU 961339-2,SJ EXPORT,MKVTRB,MSC CHLOE,2018-01-21,3.9,7.0,5.5,STARCOOL,2016-12-16,141,5480474907,16,10545,SAN CARLOS,120,120,2017-12-02,,,,,,,,,2.0,,,,1
142,Sarah,AVOCADOS,2017-01-02,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.9,8.1,5.1,XTENDFRESH,2016-12-09,142,5480469108,1-xxx,10504,SAN CARLOS,120,120,2016-12-06,,,,,,,1.0,,3.0,,,,2
143,Jost,AVO 4K,2017-01-02,MSCU361476-7,CITRICS CL,FRUITS EXOTICS,SANTA CLARA,2017-01-10,4.2,8.8,4.4,STARCOOL,2016-12-08,143,5480469119,3,9951,LP,300,300,2016-12-12,,,,,,,,,6.0,,,,2
144,Lucas,MANDARINS,2017-01-02,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.4,7.6,5.2,STARCOOL,2016-12-16,144,27459,18,10256,SAN CARLOS,120,120,2016-12-07,,,,,,1.0,,,6.0,,,,2
145,Sarah,MANDARINS,2017-01-02,MSCU221156-5,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-16,4.0,7.5,5.0,STARCOOL,2016-12-16,145,5480475292,18,10038,SAN CARLOS,120,120,2016-12-07,,,2.0,,,1.0,,,3.0,1.0,,,1
146,Muayad,MANDARINS,2017-01-02,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-10,8.6,7.6,4.8,STARCOOL,2016-12-16,146,27459,1-x,10132,SAN CARLOS,120,120,2016-12-13,,,,,,1.0,,,,,,,2
147,Arjun,MANDARINS,2017-01-02,BMOU 961339-2,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.1,8.0,5.0,STARCOOL,2016-12-16,147,5480467950,12,9951,SAN CARLOS,120,120,2016-12-06,,,,1.0,0.0,,1.0,,6.0,,,0.0,2
148,Jost,MANDARINS,2017-01-02,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-10,4.1,6.3,4.6,XTENDFRESH,2016-12-08,148,5480468117,26,9951,SAN CARLOS,120,120,2016-11-30,,,,,,,1.0,,1.0,,,0.0,1
149,Arjun,AVOCADOS,2017-01-02,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.4,7.0,4.8,,2017-12-25,149,F542696,1-x,10586,FRA,120,120,2016-11-30,,,1.0,,,,1.0,,,,,,4
150,Lucas,AVO 4K,2017-01-02,BMOU963885-2,SJ EXPORT,MMS,MSC ARTIC,2017-01-10,4.0,7.8,,STARCOOL,2018-12-23,150,5480469214,16,9951,FRA,300,300,2019-01-16,,,,,0.0,,1.0,,1.0,,,3.0,2
151,Arjun,MANDARINS,2017-01-02,SUDU931036-7,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.1,4.1,STARCOOL,2016-12-09,151,5480469119,16,9951,SAN CARLOS,120,120,2017-12-13,,,,2.0,,,1.0,,,,,1.0,2
152,Killian,AVOCADOS,2017-01-02,HLBU 907275-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.6,6.2,STARCOOL,2016-12-16,152,5480475292,5,9951,SAN CARLOS,120,120,2016-12-12,,,1.0,,2.0,,1.0,,6.0,,,,2
153,Arjun,AVO 4K,2017-01-02,MSCU267656-1,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2019-01-19,4.0,6.3,5.1,STARCOOL,2017-12-23,153,F542696,1-xx,10412,SAN CARLOS,300,300,2016-12-12,,,,1.0,,,,,3.0,,,2.0,2
154,Arjun,AVOCADOS,2017-01-02,BMOU963865-1,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,7.5,3.8,,2017-12-23,154,5480473501,18,10636,TRES MONTES,120,120,2016-12-13,,,,,,,0.0,,2.0,,1.0,1.0,1
155,Arjun,MANDARINS,2017-01-02,BMOU 963267-0,CITRICS CL,FRUITS EXOTICS,MSC ASDA,2017-01-09,3.9,7.8,3.8,STARCOOL,2016-12-08,155,5480468117,16,9951,SAN CARLOS,120,120,2016-11-30,,,1.0,1.0,,,1.0,,6.0,,,,2
156,Muayad,MANDARINS,2017-01-02,MSCU361476-7,BIO CITRICS,MMS,SANTA JULIA,2017-01-10,4.4,8.8,5.1,STARCOOL,2017-12-20,156,5480469119,18,9951,FRA,120,120,2017-12-13,,1.0,,1.0,2.0,1.0,1.0,,2.0,,,2.0,2
157,Sarah,AVO 4K,2017-01-02,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2017-01-10,4.2,7.4,5.5,STARCOOL,2016-12-16,157,5480474907,16,10208,SAN CARLOS,300,300,2016-12-13,,,,,,,,,5.0,,,,2
158,Sarah,MANDARINS,2017-01-02,SUDU931477-9,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,4.4,7.4,5.1,STARCOOL,2016-12-16,158,5480475189,1-xx,9951,SAN CARLOS,120,120,2016-11-30,2.0,,2.0,,,,,3.0,1.0,,,,2
159,Sarah,AVO 4K,2017-01-02,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,3.9,8.0,6.2,STARCOOL,2016-12-16,159,5480475304,22,10627,AAA,300,300,2016-12-12,,,,1.0,,,,,3.0,,,,2
160,Lucas,MANDARINS,2017-01-02,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,7.8,4.8,STARCOOL,2016-12-16,160,F548003,20,9951,AAA,120,120,2016-12-13,,,,1.0,,,1.0,3.0,2.0,,,3.0,2
161,Sarah,AVOCADOS,2017-01-02,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.4,8.1,,STARCOOL,2016-12-08,161,5480462082,18,10172,TRES MONTES,120,120,2016-12-13,,,1.0,5.0,0.0,1.0,,2.0,6.0,,,,2
162,Raul,AVO 4K,2017-01-02,BMOU 961339-2,SJ EXPORT,AVOPRIME,MSC CHLOE,2017-01-05,3.9,8.8,6.2,STARCOOL,2019-01-26,162,5480488119,14,9951,SAN CARLOS,300,300,2016-11-24,,,,,,,,,6.0,,,,2
163,Sarah,MANDARINS,2017-01-02,BMOU 963110-1,CITRICS CL,MMS,MSC CHLOE,2017-01-10,8.6,7.5,3.8,STARCOOL,2016-12-08,163,5480467797,14,10587,FRA,120,120,2016-12-12,,,,,,,1.0,,1.0,1.0,,,2
164,Killian,MANDARINS,2017-01-02,BMOU963131-2,SJ EXPORT,MMS,SAN CLEMENTE,2017-12-29,4.6,7.4,5.5,STARCOOL,2016-12-16,164,5480468086,20,10361,TRES MONTES,120,120,2016-12-12,,,,,,,1.0,,3.0,,,1.0,2
165,Sarah,AVOCADOS,2017-01-02,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,8.8,5.5,STARCOOL,2016-12-16,165,5480467776,5,9951,AGRICOLA AA,120,120,2016-12-07,,,,,,1.0,1.0,,1.0,1.0,,,4
166,Sarah,AVOCADOS,2017-01-02,BMOU960422-0,BIO CITRICS,FRUITS EXOTICS,SANTA CLARA,2018-01-19,3.9,7.0,6.2,XTENDFRESH,2019-01-26,166,5480475292,18,10346,LAS ROSAS,120,120,2017-12-13,,,,,2.0,0.0,,,5.0,,,2.0,2
167,Jost,MANDARINS,2017-01-02,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,MSC ASDA,2019-02-22,4.0,6.3,4.8,STARCOOL,2016-12-16,167,27452,18,9951,AGRICOLA AA,120,120,2016-12-12,1.0,,1.0,1.0,,,,,1.0,,,0.0,2
168,Lucas,MANDARINS,2017-01-02,SUDU931036-7,BIO CITRICS,FRUITS EXOTICS,MSC ATHENS,2018-01-21,8.6,7.2,5.5,,2016-12-08,168,5480468117,14,10461,LP,120,120,2017-12-02,,,1.0,,,,1.0,,1.0,,,,1
169,Sarah,AVOCADOS,2017-01-02,SUDU931036-7,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-16,3.8,7.4,5.5,,2016-12-08,169,5480475284,18,10057,LAS ROSAS,120,120,2016-12-12,,,1.0,2.0,,,,,,,,3.0,2
170,Muayad,AVOCADOS,2017-01-02,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC ASDA,2017-01-10,4.4,8.8,4.8,STARCOOL,2016-12-02,170,5480467950,14,10575,SAN CARLOS,120,120,2016-11-30,,,,,,,1.0,,1.0,,,,2
171,Killian,AVO 4K,2017-01-02,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2018-01-16,3.7,7.4,5.1,STARCOOL,2016-12-09,171,5480475303,20,9951,SAN CARLOS,300,300,2017-12-15,,,,,,,,,,,,,2
172,Sarah,MANDARINS,2017-01-02,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,3.9,,4.8,STARCOOL,2018-12-23,172,5480488423,14,9951,LAS ROSAS,120,120,2016-12-12,,,,,,,1.0,,3.0,,,0.0,2
173,Jost,MANDARINS,2017-01-02,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2017-01-10,3.9,8.8,4.6,STARCOOL,2016-12-08,173,5480474969,5,9951,SAN CARLOS,120,120,2016-12-07,,,2.0,,,,,,2.0,,1.0,3.0,2
174,Sarah,MANDARINS,2017-01-02,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,SANTA ANA,2017-01-10,4.0,7.6,5.0,STARCOOL,2016-12-09,174,5480467773,18,10048,SAN CARLOS,120,120,2016-12-13,,,1.0,,,,,,6.0,,,3.0,2
175,Killian,MANDARINS,2017-01-02,MSCU267656-1,SJ EXPORT,MMS,MSC CHLOE,2018-01-16,8.6,,6.2,STARCOOL,2018-12-23,175,5480469119,26,10248,SAN CARLOS,120,120,2016-12-12,,,2.0,,,,0.0,,1.0,1.0,1.0,,2
176,Sarah,AVOCADOS,2017-01-02,SUDU931036-7,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,3.9,7.9,3.8,STARCOOL,2016-12-08,176,5480462086,9,10340,SAN CARLOS,120,120,2019-01-16,,,,1.0,0.0,,,,1.0,,,2.0,2
177,Emily,MANDARINS,2017-01-02,HLBU 907075-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-05,4.6,8.0,5.0,XTENDFRESH,2016-12-16,177,5480469119,3,10623,SAN CARLOS,120,120,2016-12-13,,,,,1.0,1.0,,,2.0,,,,2
178,Killian,MANDARINS,2017-01-02,BMOU960422-0,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-12,4.0,7.0,4.8,XTENDFRESH,2016-12-16,178,F542696,16,9951,RCQ,120,120,2016-11-30,,,,,0.0,,,3.0,1.0,,,2.0,2
179,Arjun,MANDARINS,2017-01-02,BMOU 963197-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-12-28,4.3,7.1,5.5,STARCOOL,2016-12-16,179,27459,20,9951,RCQ,120,120,2016-12-12,,,1.0,,,1.0,1.0,,3.0,1.0,,,2
180,Sarah,AVO 4K,2017-01-02,MSCU361476-7,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2018-01-19,8.6,6.3,4.8,STARCOOL,2016-12-09,180,5480469108,14,10137,SAN CARLOS,300,300,2016-12-13,,,,,,1.0,,,3.0,,,,2
181,Sarah,AVO 4K,2017-01-02,BMOU963865-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ARTIC,2017-01-05,8.6,8.8,3.8,STARCOOL,2016-12-16,181,5480488423,1-xxx,10275,AGRICOLA AA,300,300,2017-12-13,,,,1.0,,1.0,1.0,,,,,,4
182,Arjun,AVOCADOS,2017-01-02,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,8.0,6.2,,2016-12-16,182,5480469214,5,10010,RCQ,120,120,2016-11-29,,,2.0,,,1.0,1.0,,3.0,,1.0,2.0,2
183,Arjun,MANDARINS,2017-01-02,BMOU963885-2,CITRICS CL,MMS,MSC CHLOE,2017-12-29,4.0,6.3,5.1,STARCOOL,2016-12-01,183,5480475583,24,10606,SAN CARLOS,120,120,2016-12-12,,,,1.0,,1.0,1.0,,3.0,,,2.0,2
184,Sarah,AVO 4K,2017-01-02,BMOU963865-1,CITRICS CL,EUROCITRICS,MSC ATHENS,2017-01-10,4.2,7.0,3.8,,2016-12-01,184,5480468503,18,10291,AAA,300,300,2016-11-24,,,2.0,,,,,,2.0,,1.0,1.0,2
185,Jost,AVOCADOS,2017-01-02,SUDU931036-7,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.0,4.6,,2016-12-01,185,F542697,1-xx,9968,LAS ROSAS,120,120,2016-12-12,,1.0,1.0,1.0,,,1.0,,3.0,,,,2
186,Sarah,AVO 4K,2017-01-02,BMOU 963267-0,SJ EXPORT,MMS,MSC CHLOE,2017-01-09,4.0,8.8,4.8,STARCOOL,2017-12-22,186,5480475585,5,9951,AGRICOLA AA,300,300,2016-11-23,,,2.0,,,,,,3.0,,,0.0,2
